YEAR,age,gender,marital_status,race,birth_place,education,occupation,industry,hours_per_week,income
1990,53,1,0,0,2,1,274,3,30,1
1990,51,2,0,0,0,1,376,2,20,0
1990,29,1,0,1,0,0,804,3,40,0
1990,24,2,0,1,0,0,356,3,0,0
1990,49,1,2,0,0,0,243,3,30,0
1990,46,2,2,0,0,0,313,5,35,0
1990,46,1,0,0,0,1,23,1,50,1
1990,44,2,0,0,0,1,274,3,33,0
1990,18,1,1,0,0,0,276,3,8,0
1990,73,2,3,0,0,0,0,0,0,0
1990,35,1,0,0,0,1,243,3,40,0
1990,35,2,0,0,1,1,243,3,40,0
1990,57,1,0,0,0,0,558,0,45,1
1990,46,2,0,0,0,0,379,3,0,0
1990,24,2,1,0,0,0,385,3,40,0
1990,22,1,1,0,0,0,558,0,40,0
1990,27,2,1,3,3,1,164,5,32,0
1990,44,1,3,0,2,1,628,3,40,0
1990,20,2,1,0,0,1,276,3,8,0
1990,44,1,0,3,3,1,343,5,45,0
1990,36,2,0,3,3,1,276,3,40,0
1990,34,1,0,1,1,1,259,3,35,1
1990,35,2,0,1,0,1,313,4,40,0
1990,72,1,3,0,0,0,0,0,0,0
1990,65,2,2,0,0,0,275,4,0,0
1990,28,2,1,0,0,1,118,5,40,0
1990,46,1,3,0,0,1,36,5,50,0
1990,39,2,3,0,0,1,0,0,0,0
1990,62,1,0,0,0,1,7,3,40,1
1990,59,2,0,0,0,1,0,0,0,0
1990,32,1,0,0,0,1,178,5,55,1
1990,31,2,0,0,0,1,27,4,40,0
1990,38,1,0,3,3,1,235,4,35,0
1990,38,2,0,3,3,1,23,3,40,0
1990,31,2,2,0,0,0,37,4,40,0
1990,28,1,1,0,0,1,166,4,40,1
1990,34,1,0,0,0,1,55,2,40,1
1990,44,2,0,0,0,1,95,5,24,0
1990,46,2,2,0,0,0,337,1,40,0
1990,75,1,0,0,0,0,0,0,0,0
1990,74,2,0,0,0,0,0,0,0,0
1990,40,1,0,0,0,1,503,5,40,0
1990,37,2,0,0,0,1,156,5,40,0
1990,70,2,3,0,0,0,0,0,0,0
1990,79,2,3,0,2,0,0,0,0,0
1990,71,2,1,0,0,0,0,0,0,0
1990,54,1,0,0,0,1,259,1,37,1
1990,46,2,0,0,0,0,389,5,30,0
1990,26,1,1,0,0,1,327,2,40,0
1990,19,1,1,0,0,0,443,3,28,0
1990,34,1,0,0,0,1,804,3,40,0
1990,31,2,0,0,0,1,458,4,0,0
1990,38,1,0,3,0,1,375,4,44,0
1990,37,2,0,3,0,1,22,4,40,0
1990,70,1,0,0,0,0,585,1,18,0
1990,70,2,0,0,0,0,0,0,0,0
1990,34,2,1,0,0,1,0,0,0,0
1990,77,2,3,0,0,0,0,0,0,1
1990,55,1,2,0,0,0,804,3,45,0
1990,49,2,2,0,0,1,386,2,37,0
1990,28,1,1,0,0,1,229,2,40,0
1990,24,1,1,0,0,1,25,2,40,0
1990,35,1,1,0,0,0,509,3,40,0
1990,79,2,2,0,0,0,0,0,0,0
1990,43,1,1,0,0,0,516,0,40,0
1990,74,1,0,0,0,0,0,0,0,0
1990,71,2,0,0,0,0,0,0,0,0
1990,61,2,3,0,0,0,275,4,16,0
1990,55,1,2,0,0,0,804,0,40,0
1990,54,1,0,1,0,0,883,1,40,0
1990,51,2,0,1,0,1,447,5,40,0
1990,25,2,1,1,0,1,356,4,40,0
1990,57,2,2,3,3,0,785,1,40,0
1990,44,1,2,3,3,0,567,3,40,0
1990,53,1,0,1,0,1,889,1,40,0
1990,39,2,0,1,0,0,754,1,40,0
1990,37,1,0,0,0,1,48,1,40,1
1990,35,2,0,0,0,1,0,0,0,0
1990,19,1,1,3,0,1,64,5,40,0
1990,18,1,1,0,0,0,453,4,8,0
1990,20,1,1,0,0,1,22,4,45,0
1990,20,2,1,0,0,1,435,3,10,0
1990,30,1,0,3,3,1,235,5,0,0
1990,28,2,0,3,3,1,0,0,0,0
1990,20,1,1,0,0,1,599,2,40,0
1990,19,1,1,1,0,1,813,4,20,0
1990,63,2,3,1,0,0,0,0,0,0
1990,30,1,1,1,0,0,0,0,0,0
1990,51,1,0,3,3,0,22,3,60,0
1990,43,2,0,3,3,0,22,3,40,0
1990,20,2,1,3,3,1,276,3,15,0
1990,29,1,0,3,3,1,55,3,40,1
1990,29,2,0,3,3,1,229,2,40,0
1990,61,2,3,0,0,0,379,1,40,0
1990,33,1,1,0,0,0,22,3,40,0
1990,32,2,1,0,0,0,337,1,40,0
1990,30,1,1,0,0,0,804,2,40,0
1990,57,1,0,0,2,1,84,5,50,1
1990,49,2,0,0,0,1,234,5,35,0
1990,55,2,2,1,0,0,255,4,37,0
1990,33,2,3,1,0,0,856,1,40,0
1990,31,1,1,0,0,0,365,0,45,0
1990,18,2,1,0,0,1,308,1,30,0
1990,58,2,1,0,0,1,156,5,45,0
1990,20,2,1,0,0,1,159,5,45,0
1990,19,2,1,0,0,1,435,3,23,0
1990,20,1,1,0,0,1,277,4,35,0
1990,20,1,1,0,0,1,175,5,0,0
1990,20,1,1,0,0,1,268,3,40,0
1990,74,2,3,0,0,0,0,0,0,0
1990,49,2,2,0,2,0,276,3,40,0
1990,27,2,1,1,0,0,344,4,20,0
1990,37,2,1,0,0,0,453,3,0,0
1990,62,2,1,0,0,0,754,1,40,1
1990,68,1,1,0,0,0,0,0,0,0
1990,66,1,0,1,0,0,0,0,0,0
1990,62,2,0,1,0,0,447,5,32,0
1990,43,2,2,1,0,0,796,1,0,0
1990,34,1,0,2,0,1,453,3,40,0
1990,26,2,0,2,0,0,276,3,0,0
1990,32,1,1,2,0,0,439,3,40,0
1990,49,2,0,1,0,0,466,5,0,0
1990,51,1,0,1,0,0,453,5,40,0
1990,25,1,1,1,0,0,754,1,40,0
1990,21,2,1,2,1,0,235,5,25,0
1990,20,2,1,0,0,0,435,5,35,0
1990,21,2,1,1,0,1,447,5,30,0
1990,65,2,3,0,0,1,188,1,40,0
1990,54,1,0,2,1,0,757,1,40,0
1990,54,2,0,2,1,0,754,1,40,0
1990,19,2,1,2,0,0,378,3,36,0
1990,46,1,2,0,0,0,628,4,40,0
1990,20,2,1,0,0,0,889,3,40,0
1990,18,1,1,0,0,0,356,5,35,0
1990,46,1,0,0,0,1,243,3,42,0
1990,45,2,0,0,0,0,433,5,35,0
1990,19,1,1,0,0,1,436,3,30,0
1990,61,2,3,0,0,1,313,5,35,0
1990,33,2,1,0,0,1,21,5,40,0
1990,45,1,0,0,0,0,418,6,40,0
1990,43,2,0,0,0,0,313,1,40,0
1990,18,1,1,0,0,0,486,0,20,0
1990,72,2,3,0,0,0,0,0,0,0
1990,43,1,0,0,0,0,597,0,40,1
1990,41,2,0,0,0,0,0,0,0,0
1990,21,1,1,0,0,1,597,0,40,0
1990,20,1,1,0,0,0,597,0,40,0
1990,53,1,0,0,2,1,73,1,40,1
1990,42,2,0,0,0,1,156,5,40,0
1990,22,2,1,0,0,0,159,5,20,0
1990,46,1,0,0,0,0,22,2,45,1
1990,47,2,0,0,0,0,354,2,40,0
1990,18,1,1,0,0,0,889,3,30,0
1990,21,1,1,0,0,1,804,5,40,0
1990,51,2,3,0,0,1,0,0,0,0
1990,42,1,0,0,0,1,686,3,40,0
1990,42,2,0,0,0,1,373,3,15,0
1990,29,1,0,0,0,1,57,1,40,0
1990,27,2,0,0,2,1,144,5,15,0
1990,48,1,0,3,3,1,23,5,40,0
1990,43,2,0,3,3,1,446,5,40,0
1990,58,1,0,0,0,1,14,5,0,0
1990,58,2,0,0,0,1,339,1,0,0
1990,50,1,0,3,3,1,55,2,48,1
1990,38,2,0,3,3,0,785,1,40,0
1990,33,1,0,3,3,1,22,1,40,1
1990,30,2,0,3,3,1,85,5,32,0
1990,30,2,2,3,3,1,0,0,0,0
1990,27,2,0,0,2,1,259,1,40,0
1990,29,1,0,0,2,1,23,6,40,0
1990,49,1,0,0,0,1,243,3,40,1
1990,35,2,0,0,0,1,156,5,35,0
1990,35,1,1,0,0,1,23,0,50,0
1990,77,2,3,0,0,0,0,0,0,0
1990,30,1,1,0,0,1,426,4,0,0
1990,71,1,0,0,0,1,243,3,30,0
1990,65,2,0,0,0,0,0,0,0,0
1990,35,1,0,2,0,1,188,1,40,0
1990,28,2,0,0,0,1,628,1,40,0
1990,35,1,0,0,4,1,436,3,40,0
1990,26,2,0,0,4,1,0,0,0,0
1990,26,1,1,1,0,1,229,1,40,0
1990,52,1,3,0,0,0,889,3,40,0
1990,19,1,1,0,0,0,779,1,40,0
1990,34,1,0,0,0,1,365,6,38,0
1990,34,2,0,0,0,1,0,0,0,0
1990,53,1,0,0,0,1,637,3,40,0
1990,47,2,0,0,2,0,159,5,15,0
1990,33,1,0,1,0,1,178,5,58,1
1990,32,2,0,1,0,1,174,5,0,0
1990,73,2,0,0,0,1,0,0,0,0
1990,75,1,0,0,0,1,418,6,0,0
1990,42,1,0,0,0,1,804,2,47,0
1990,39,2,0,0,0,0,599,3,25,0
1990,38,1,0,0,0,1,23,3,45,0
1990,36,2,0,0,0,1,628,1,42,0
1990,39,1,0,0,0,1,188,1,40,0
1990,34,2,0,0,0,0,37,5,37,0
1990,38,1,3,3,3,1,305,4,35,0
1990,63,2,3,3,3,0,0,0,0,0
1990,40,1,2,3,3,1,23,4,35,0
1990,66,1,2,0,0,1,0,0,0,0
1990,55,1,0,0,0,0,585,0,40,0
1990,53,2,0,0,0,1,156,5,38,0
1990,42,1,0,3,3,1,259,3,40,0
1990,37,2,0,3,3,0,95,5,40,0
1990,70,2,3,0,0,0,809,2,0,0
1990,64,1,0,0,0,0,274,3,40,0
1990,64,2,0,0,0,0,433,1,40,0
1990,58,2,3,0,0,0,337,1,45,0
1990,26,1,1,0,0,0,575,5,40,0
1990,77,1,0,0,2,0,0,0,0,0
1990,77,2,0,0,2,0,0,0,0,1
1990,74,2,3,0,0,0,338,5,5,0
1990,79,2,1,0,0,1,0,0,0,1
1990,41,1,0,0,0,1,303,4,54,1
1990,40,2,0,0,0,1,0,0,0,0
1990,69,1,1,0,0,1,254,4,0,0
1990,62,2,1,0,0,1,254,4,0,0
1990,67,1,0,0,0,0,486,0,56,0
1990,62,2,0,0,0,0,376,2,40,0
1990,33,2,1,0,0,0,23,3,50,0
1990,30,1,1,0,0,0,628,1,50,0
1990,29,1,1,0,0,1,883,2,32,0
1990,46,1,0,0,2,1,254,4,20,0
1990,45,2,0,0,2,0,0,0,0,0
1990,18,2,1,0,0,0,0,0,0,0
1990,65,1,0,0,0,0,503,4,45,1
1990,62,2,0,0,0,0,0,0,0,0
1990,34,1,1,0,0,0,549,3,40,0
1990,30,2,1,0,0,1,313,1,40,0
1990,73,1,0,0,0,0,0,0,0,0
1990,71,2,0,0,0,0,0,0,0,0
1990,48,1,0,0,0,0,264,3,50,0
1990,49,2,0,0,0,1,337,3,0,0
1990,24,1,1,0,0,0,889,5,40,0
1990,22,2,1,0,0,0,375,4,38,0
1990,20,2,1,0,0,0,267,3,35,0
1990,36,1,0,0,0,1,178,5,40,1
1990,27,2,0,0,0,0,313,5,0,0
1990,44,1,0,0,0,0,628,4,40,0
1990,43,2,0,0,0,0,7,4,37,0
1990,35,1,0,0,2,0,436,3,62,0
1990,33,2,0,0,0,0,0,0,0,0
1990,64,2,0,0,0,0,379,1,14,0
1990,72,1,0,0,0,0,357,4,30,0
1990,32,2,1,0,0,0,435,3,20,0
1990,70,2,1,0,0,0,0,0,0,0
1990,43,2,1,0,0,0,0,0,0,0
1990,37,1,3,0,0,0,243,1,50,0
1990,32,2,2,0,0,1,344,3,12,0
1990,43,1,0,0,0,1,525,3,45,0
1990,38,2,0,0,0,0,0,0,0,0
1990,67,1,0,0,4,1,59,6,35,0
1990,56,2,0,0,4,0,274,3,0,0
1990,25,1,1,0,4,1,243,3,35,0
1990,64,1,0,0,0,1,0,0,0,0
1990,59,2,0,0,0,0,0,0,0,0
1990,32,1,1,0,0,0,869,5,40,0
1990,58,1,0,0,0,0,549,1,40,0
1990,56,2,0,0,0,1,379,5,15,0
1990,23,2,1,0,0,1,203,5,0,0
1990,34,1,0,0,2,0,458,4,60,0
1990,32,2,0,0,2,0,0,0,0,0
1990,46,1,0,0,2,0,634,1,40,0
1990,44,2,0,0,2,0,313,5,40,0
1990,18,1,1,0,0,1,274,3,20,0
1990,30,1,1,0,0,0,254,4,38,0
1990,30,2,2,0,0,0,458,4,35,0
1990,32,1,1,0,0,0,27,2,40,0
1990,58,1,0,0,0,0,235,2,40,0
1990,55,2,0,0,0,0,0,0,0,0
1990,63,2,2,0,0,0,337,3,40,0
1990,40,2,1,0,0,0,0,0,0,0
1990,63,2,3,0,0,0,0,0,0,0
1990,70,1,0,0,0,0,696,1,0,0
1990,63,2,0,0,0,0,796,3,0,0
1990,29,1,0,0,0,1,368,2,54,1
1990,23,2,0,0,0,1,23,5,45,0
1990,40,2,2,0,0,0,337,3,45,0
1990,21,2,1,0,0,0,0,0,0,0
1990,55,1,0,0,0,0,22,2,50,0
1990,53,2,0,0,0,1,379,2,45,0
1990,73,2,0,0,0,0,0,0,0,0
1990,62,1,1,0,0,0,0,0,0,0
1990,26,1,1,0,0,0,22,1,40,0
1990,77,2,3,0,2,0,0,0,0,0
1990,71,2,1,0,2,0,0,0,0,0
1990,68,2,1,0,0,0,0,0,0,0
1990,40,1,0,2,0,0,628,1,40,0
1990,33,2,0,2,0,0,0,0,0,0
1990,48,1,0,2,1,0,27,0,40,0
1990,49,2,0,2,1,1,785,1,40,0
1990,21,1,1,2,1,1,683,3,40,0
1990,41,1,0,0,0,1,203,5,40,0
1990,41,2,0,0,0,1,447,5,45,0
1990,37,2,2,0,0,1,447,5,0,0
1990,58,2,3,3,3,0,785,1,40,0
1990,35,2,3,3,3,0,243,3,50,0
1990,30,1,1,3,3,0,0,0,0,0
1990,78,2,3,3,3,0,0,0,0,0
1990,43,2,1,2,0,0,785,3,40,0
1990,18,1,1,2,0,0,804,2,48,0
1990,71,1,0,0,0,0,518,1,0,0
1990,65,2,0,0,0,0,21,5,0,0
1990,67,1,0,0,0,0,779,1,0,0
1990,57,2,0,0,0,0,0,0,0,0
1990,31,2,1,0,0,0,0,0,0,0
1990,64,1,0,0,0,1,653,1,40,0
1990,61,2,0,0,0,1,23,1,40,0
1990,35,1,3,0,1,1,453,3,40,0
1990,67,1,3,0,1,1,628,1,0,0
1990,19,1,1,0,1,0,628,1,0,0
1990,28,1,0,0,1,0,628,1,0,0
1990,32,1,1,0,1,1,628,1,0,0
1990,28,1,3,0,1,1,628,1,0,0
1990,24,2,0,0,1,0,0,0,0,0
1990,60,1,0,0,0,1,26,5,30,0
1990,59,2,0,0,0,1,257,2,37,0
1990,53,1,0,0,0,1,85,5,40,1
1990,52,2,0,0,0,1,156,5,32,0
1990,21,1,1,0,0,1,687,1,40,0
1990,31,1,1,3,3,1,64,4,40,1
1990,30,2,1,3,3,1,64,3,40,1
1990,62,1,2,0,0,0,0,0,0,0
1990,73,2,3,0,0,0,0,0,0,0
1990,64,1,0,0,2,1,225,1,37,1
1990,65,2,0,0,2,1,0,0,0,0
1990,56,1,1,0,0,1,55,1,40,1
1990,60,1,0,0,0,1,159,5,60,1
1990,57,2,0,0,0,1,254,4,40,1
1990,78,1,0,0,0,1,0,0,0,1
1990,67,2,0,0,0,0,0,0,0,1
1990,44,1,0,0,0,1,22,1,40,1
1990,40,2,0,0,0,1,156,5,10,0
1990,57,2,3,0,0,1,0,0,0,1
1990,27,2,1,0,0,1,313,4,38,0
1990,25,1,1,0,0,1,64,5,40,0
1990,23,2,1,0,0,1,243,4,40,0
1990,54,2,2,0,0,0,337,1,40,0
1990,25,1,1,0,0,0,575,0,40,0
1990,69,1,0,0,0,0,634,1,40,0
1990,65,2,0,0,0,0,276,3,12,0
1990,23,1,1,0,0,0,335,4,40,0
1990,35,1,0,0,0,1,64,4,35,0
1990,34,2,0,0,0,1,259,1,40,0
1990,42,1,0,0,2,0,766,1,40,0
1990,38,2,0,0,2,0,785,1,50,0
1990,18,2,1,0,2,0,276,3,21,0
1990,47,1,0,0,0,1,253,4,60,1
1990,44,2,0,0,0,0,177,5,40,0
1990,51,1,2,0,0,1,628,1,50,1
1990,64,1,0,0,2,0,379,0,60,1
1990,54,2,0,0,2,0,0,0,0,0
1990,28,1,1,0,0,1,22,0,60,1
1990,19,2,1,0,0,0,337,0,25,0
1990,30,2,1,0,0,0,259,1,40,0
1990,47,2,0,0,0,1,14,5,40,0
1990,61,1,0,0,0,1,243,3,35,0
1990,61,1,1,0,0,1,156,5,0,0
1990,43,1,0,0,0,1,84,5,70,1
1990,40,2,0,0,0,1,23,5,15,0
1990,34,1,1,0,0,0,459,5,40,0
1990,29,2,1,0,0,1,313,5,38,0
1990,71,1,0,0,0,1,303,6,0,0
1990,77,2,0,0,0,0,0,0,0,0
1990,34,1,0,0,0,1,364,2,40,0
1990,32,2,0,0,0,0,434,3,16,0
1990,57,1,1,0,0,1,637,1,40,0
1990,70,1,0,0,1,1,35,6,0,0
1990,67,2,0,0,2,0,0,0,0,0
1990,27,1,0,0,0,0,243,3,60,0
1990,28,2,0,0,0,0,336,4,40,0
1990,27,1,0,0,0,1,45,1,40,0
1990,32,2,0,0,0,1,229,4,35,0
1990,60,2,3,0,3,0,376,4,0,0
1990,35,2,1,0,0,0,276,3,48,0
1990,23,1,1,0,0,1,748,4,16,0
1990,42,1,2,0,0,0,637,0,45,0
1990,58,1,0,0,0,1,56,0,40,1
1990,56,2,0,0,0,1,243,3,50,0
1990,80,2,3,0,0,0,0,0,0,0
1990,37,2,1,0,0,1,318,2,40,0
1990,30,2,2,0,0,1,313,4,42,0
1990,28,1,1,0,0,1,567,0,40,0
1990,30,2,1,0,0,1,159,5,37,0
1990,30,1,1,0,0,1,23,5,65,0
1990,41,1,0,0,0,1,22,4,40,1
1990,42,2,0,0,0,1,22,5,40,1
1990,41,2,2,0,0,1,22,4,48,0
1990,68,2,2,0,2,0,276,3,0,0
1990,30,2,2,0,0,0,313,1,40,0
1990,28,1,0,0,0,1,22,4,60,1
1990,28,2,0,0,0,0,308,5,20,0
1990,33,1,0,0,0,1,365,1,60,1
1990,30,2,0,0,0,1,777,4,35,0
1990,28,1,0,0,0,1,628,1,50,0
1990,23,2,0,0,0,1,314,4,25,0
1990,44,1,0,0,0,1,166,1,45,1
1990,44,2,0,0,0,1,14,5,35,0
1990,33,1,0,0,0,1,229,3,48,0
1990,32,2,0,0,0,0,458,4,0,0
1990,49,1,0,0,0,1,229,4,40,1
1990,32,2,0,0,0,1,229,3,0,0
1990,60,1,0,0,0,0,634,1,40,0
1990,58,2,0,0,0,0,436,3,30,0
1990,27,1,1,0,0,0,505,3,43,0
1990,29,1,0,0,0,1,229,4,35,1
1990,27,2,0,0,0,1,33,5,35,0
1990,34,2,1,0,0,0,434,3,32,0
1990,26,1,1,0,0,1,436,3,40,0
1990,35,1,2,1,0,1,229,4,40,0
1990,38,1,0,0,0,1,22,1,45,0
1990,38,2,0,0,0,1,22,1,20,0
1990,73,1,0,0,2,0,804,1,25,0
1990,77,2,0,0,0,0,0,0,0,0
1990,45,1,1,0,0,1,274,3,75,0
1990,44,1,0,0,0,1,22,1,60,1
1990,43,2,0,0,0,0,337,1,40,0
1990,18,2,1,0,0,0,385,5,8,0
1990,47,1,0,0,0,1,73,5,40,1
1990,46,2,0,0,0,1,73,5,40,1
1990,59,1,0,0,0,1,48,5,40,1
1990,57,2,0,0,0,0,0,0,0,0
1990,27,1,1,0,0,1,186,5,70,0
1990,36,1,0,0,0,1,337,5,40,1
1990,37,2,0,0,0,1,26,1,40,0
1990,76,2,3,0,0,0,0,0,0,0
1990,39,2,3,3,3,1,95,5,40,0
1990,18,2,1,3,3,0,276,3,40,0
1990,40,1,0,2,1,1,7,4,40,0
1990,42,2,0,2,1,0,449,4,20,0
1990,27,2,1,0,0,1,21,5,45,0
1990,58,2,1,0,0,1,303,4,33,0
1990,67,1,3,0,0,0,0,0,0,0
1990,59,2,3,0,0,0,0,0,0,0
1990,66,1,0,0,0,0,23,6,40,1
1990,58,2,0,0,0,1,95,5,45,0
1990,33,2,2,0,0,0,436,5,40,0
1990,34,1,0,0,0,0,628,0,60,0
1990,32,2,0,0,0,0,323,5,40,0
1990,25,1,0,0,0,0,734,1,37,0
1990,23,2,0,0,0,0,458,4,15,0
1990,42,2,3,0,0,0,335,5,12,0
1990,52,1,0,1,0,0,37,4,42,0
1990,47,2,0,1,0,1,156,5,40,0
1990,31,1,1,1,0,0,276,2,40,0
1990,27,1,1,1,0,1,379,4,40,0
1990,64,1,0,0,2,0,453,2,50,0
1990,62,2,0,0,2,0,549,2,38,0
1990,48,1,0,0,2,1,426,3,50,1
1990,38,2,0,0,0,1,8,3,40,0
1990,51,2,3,1,0,1,379,5,0,0
1990,21,1,1,1,0,0,356,4,40,0
1990,20,2,1,1,0,0,459,5,0,0
1990,23,1,0,0,2,1,715,1,45,0
1990,19,2,0,0,2,0,276,3,0,0
1990,37,1,0,0,0,1,53,0,40,0
1990,37,2,0,0,0,1,36,1,35,0
1990,42,1,0,0,0,1,22,1,40,1
1990,42,2,0,0,0,1,156,5,40,0
1990,68,2,3,0,0,0,0,0,0,0
1990,28,2,1,1,1,1,23,2,65,0
1990,33,1,1,1,1,0,453,5,30,0
1990,56,2,3,0,0,1,7,1,50,0
1990,34,1,2,0,0,1,783,5,40,0
1990,32,2,2,0,2,1,313,1,37,0
1990,38,1,0,0,0,1,7,4,55,1
1990,35,2,0,0,0,0,379,4,12,0
1990,45,1,0,0,0,0,18,4,0,0
1990,45,2,0,0,0,1,95,3,0,0
1990,53,1,0,0,2,0,17,3,40,1
1990,43,2,0,0,0,0,0,0,0,0
1990,69,1,0,0,2,0,326,2,35,1
1990,60,2,0,0,0,0,319,3,40,0
1990,19,2,1,0,0,0,337,3,23,0
1990,31,1,1,0,0,0,869,0,48,0
1990,41,1,0,0,0,1,13,4,65,0
1990,37,2,0,0,0,1,156,5,2,0
1990,67,2,3,0,0,0,0,0,0,1
1990,39,1,2,0,0,1,22,1,40,0
1990,54,1,0,0,0,0,579,0,40,0
1990,51,2,0,0,0,0,785,1,30,0
1990,39,1,0,0,2,1,677,1,40,0
1990,41,2,0,0,2,1,144,5,6,0
1990,28,2,0,0,0,1,307,5,40,0
1990,26,1,0,0,0,0,869,0,45,1
1990,62,1,3,1,0,0,808,6,44,0
1990,76,1,1,1,0,0,0,0,0,0
1990,26,1,0,0,0,1,303,4,47,0
1990,23,2,0,0,2,1,315,5,40,0
1990,39,1,2,0,0,0,418,6,40,0
1990,60,1,0,0,0,0,259,3,50,0
1990,58,2,0,0,0,0,0,0,0,0
1990,30,1,0,3,0,0,554,0,44,0
1990,30,2,0,0,0,0,379,2,35,0
1990,45,1,0,0,0,1,308,6,40,1
1990,45,2,0,0,0,1,156,5,20,0
1990,61,1,0,0,0,0,439,3,35,1
1990,60,2,0,0,0,0,276,3,0,0
1990,42,2,0,0,0,1,22,0,20,0
1990,45,1,0,0,0,1,48,0,60,1
1990,32,1,0,0,0,1,18,4,35,0
1990,39,2,0,0,2,1,22,1,40,0
1990,18,1,1,0,0,0,444,5,15,0
1990,58,1,0,0,0,1,154,5,40,0
1990,60,2,0,0,0,0,0,0,0,0
1990,33,1,1,0,0,1,479,0,20,0
1990,24,1,1,0,0,1,558,0,40,0
1990,39,2,1,0,0,1,224,6,40,0
1990,53,1,2,0,0,1,22,1,40,1
1990,18,1,1,0,0,0,213,3,45,0
1990,66,1,0,0,0,0,216,5,40,0
1990,64,2,0,0,0,0,0,0,0,0
1990,44,1,1,0,0,1,435,3,35,0
1990,62,2,3,0,2,0,744,1,35,0
1990,41,1,0,0,0,1,13,1,45,1
1990,39,2,0,0,0,1,156,5,35,0
1990,39,1,0,0,0,1,85,5,38,1
1990,38,2,0,0,0,1,257,1,8,0
1990,77,1,3,0,2,0,9,1,30,0
1990,47,2,3,0,0,0,319,5,37,0
1990,28,2,1,0,0,0,315,6,37,0
1990,29,2,2,0,0,1,315,2,40,0
1990,35,2,0,0,0,1,95,5,25,1
1990,38,1,0,0,0,1,84,3,40,1
1990,33,1,0,0,0,1,549,2,36,0
1990,30,2,0,0,0,0,808,2,25,0
1990,44,2,0,0,0,1,21,1,40,0
1990,47,1,0,0,0,1,7,5,40,1
1990,19,2,1,0,0,0,0,0,0,0
1990,37,2,1,1,1,1,264,3,35,0
1990,66,2,2,0,0,0,744,1,0,0
1990,52,1,2,0,0,0,804,2,40,0
1990,50,1,2,0,0,0,575,1,56,1
1990,24,2,1,0,0,1,628,0,42,0
1990,36,1,0,0,2,1,628,1,40,1
1990,31,2,0,0,2,1,313,5,0,0
1990,65,1,0,0,0,1,243,3,40,1
1990,57,2,0,0,0,0,0,0,0,0
1990,30,1,0,0,0,1,253,4,50,1
1990,27,2,0,0,0,1,208,0,0,0
1990,24,1,0,1,0,0,785,1,40,0
1990,26,2,0,1,0,0,313,5,50,0
1990,62,2,2,0,0,0,0,0,0,0
1990,64,2,3,0,2,0,785,1,0,0
1990,43,2,2,0,0,0,785,1,40,0
1990,44,1,0,0,0,1,257,4,40,1
1990,41,2,0,0,0,1,253,4,40,0
1990,21,1,1,0,0,0,783,1,35,0
1990,36,1,0,3,3,1,23,5,37,0
1990,33,2,0,3,3,1,315,4,0,0
1990,34,1,0,0,0,1,22,3,60,1
1990,33,2,0,0,0,1,774,1,0,0
1990,47,1,0,0,0,1,22,4,40,1
1990,48,2,0,0,0,1,95,5,13,0
1990,19,1,1,0,0,0,889,2,40,0
1990,51,1,0,0,0,1,22,4,60,1
1990,50,2,0,0,0,1,18,4,40,0
1990,26,1,1,0,0,1,255,4,60,1
1990,25,2,1,0,0,1,255,4,50,0
1990,39,1,0,0,2,1,178,5,60,1
1990,29,2,0,0,2,1,259,1,0,0
1990,48,1,0,0,0,1,22,4,50,1
1990,42,2,0,0,0,1,257,5,40,1
1990,38,1,0,0,0,1,85,5,40,1
1990,33,2,0,0,1,1,85,5,20,0
1990,70,2,3,0,0,0,444,5,12,0
1990,50,1,2,0,0,0,543,1,50,1
1990,55,1,0,0,0,1,253,4,60,1
1990,53,2,0,0,0,1,254,4,25,0
1990,25,1,1,0,0,1,0,0,0,0
1990,49,2,0,0,0,0,337,4,30,1
1990,51,1,0,0,0,1,17,4,40,1
1990,44,1,0,0,0,1,59,5,50,1
1990,41,2,0,0,0,1,313,5,0,0
1990,34,1,0,0,2,1,13,4,50,1
1990,36,2,0,0,0,1,185,1,20,0
1990,35,2,3,1,0,1,376,1,47,0
1990,37,2,1,0,0,1,22,4,55,1
1990,25,1,1,0,0,1,73,1,50,0
1990,33,1,0,0,0,1,259,1,43,1
1990,35,2,0,0,0,1,275,5,7,0
1990,28,2,2,0,0,1,22,2,40,0
1990,26,1,1,0,0,1,166,2,40,0
1990,49,2,2,0,0,1,389,6,32,0
1990,26,2,1,0,0,0,22,5,40,0
1990,35,1,2,0,0,0,567,0,35,0
1990,44,2,2,0,0,1,95,5,40,0
1990,19,2,1,0,0,1,445,5,40,0
1990,40,1,2,0,0,1,364,1,45,0
1990,61,1,0,0,0,1,84,5,60,1
1990,58,2,0,0,0,1,15,5,40,0
1990,41,1,0,0,0,1,157,5,60,0
1990,39,2,0,0,0,0,22,3,35,0
1990,54,1,0,0,0,1,55,6,40,1
1990,55,2,0,0,0,0,0,0,0,0
1990,34,1,0,0,0,1,885,3,50,0
1990,33,2,0,0,0,1,95,5,10,0
1990,80,2,3,0,2,0,0,0,0,0
1990,47,1,1,0,0,1,128,5,25,0
1990,43,1,0,3,3,1,257,2,40,1
1990,37,2,0,3,0,1,27,1,40,0
1990,47,1,0,0,0,1,13,2,45,1
1990,46,2,0,0,0,1,37,0,4,0
1990,46,1,0,1,1,0,567,0,40,0
